,Product Name,Offer,Camera,Memory,Battery,Display,Ratting Number,Sale Price,Actual Price,No of Reviews,No of Rattings
0,"realme P4x 5G (Lake Green, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
1,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
2,"MOTOROLA g06 power (Pantone tapestry, 64 GB)",20% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,7000 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3,7999,9999,6394,382
3,"MOTOROLA g06 power (Pantone Laurel Oak, 64 GB)",20% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,7000 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3,7999,9999,6394,382
4,"MOTOROLA g06 power (Pantone Tendril, 64 GB)",20% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,7000 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3,7999,9999,6394,382
5,"MOTOROLA g57 power 5G (Pantone Fluidity, 128 GB)",22% off,50MP + 8MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,13999,17999,16678,906
6,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",28% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2,8999,12499,40373,2384
7,"POCO C75 5G (Silver Stardust, 64 GB)",22% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,8499,10999,153570,6712
8,"Ai+ Pulse (Black, 128 GB)",25% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1,7499,9999,6922,406
9,"POCO C75 5G (Aqua Bliss, 128 GB)",17% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,9499,11499,153570,6712
10,"POCO C71 (Power Black, 64 GB)",13% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,3.9,7799,8999,57971,2557
11,"Ai+ Pulse (Sparkle Red, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
12,Samsung Guru Music 2 B310ED,52% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB,800 mAh Battery,4.57 cm (1.8 inch) VGA Display,3.1,943,1998,31559,2117
13,"Samsung Galaxy F06 5G (Lit Violet, 64 GB)",28% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2,8999,12499,40373,2384
14,"POCO C75 5G (Enchanted Green, 64 GB)",22% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,8499,10999,153570,6712
15,"POCO C71 (Power Black, 128 GB)",12% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,8799,9999,33722,1570
16,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 128 GB)",13% off,50MP + 2MP | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4,12999,14999,60553,1861
17,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 64 GB)",15% off,50MP + 2MP | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4,10999,12999,44918,1300
18,"POCO C71 (Cool Blue, 128 GB)",12% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,8799,9999,33722,1570
19,"Ai+ Pulse (Black, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
20,Samsung Guru Music 2 B310ED,56% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB,800 mAh Battery,4.57 cm (1.8 inch) VGA Display,3.1,775,1798,31559,2117
21,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 256 GB)",11% off,50MP + 2MP | 5MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3,14999,16999,22914,988
22,"REDMI A4 (Starry Black, 128 GB)",11% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.3,10569,11999,14848,618
23,"Ai+ Nova 5G (Pink, 128 GB)",18% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.2,8999,10999,25287,1590
24,"Samsung Galaxy F07 (Green, 64 GB)",25% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.3,7499,9999,3899,194
25,"vivo T4x 5G (Marine Blue, 256 GB)",11% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.4,18499,20999,158575,7418
26,"realme P4x 5G (Lake Green, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
27,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
28,"vivo T4x 5G (Pronto Purple, 128 GB)",15% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.4,16499,19499,158575,7418
29,"realme C71 (Sea Blue, 128 GB)",11% off,13MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6300 mAh Battery,17.14 cm (6.75 inch) HD+ Display,4.2,9699,10999,9030,336
30,"realme P3x 5G (Lunar Silver, 128 GB)",23% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,17.07 cm (6.72 inch) Full HD Display,4.4,12999,16999,73678,2827
31,"realme Narzo 80 Lite 4G (Beach Gold, 128 GB)",13% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6300 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3,9499,10999,1683,84
32,Samsung SM-B310 EZBAPKS,52% off,0MP | 0MP Front Camera,100 MB RAM | 100 MB ROM | Expandable Upto 100 MB,800 mAh Battery,4.57 cm (1.8 inch) VGA Display,3.1,898,1899,1176,71
33,"Ai+ Pulse (Blue, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
34,"REDMI Note 14 SE 5G (Crimson Art, 128 GB)",30% off,50MP + 8MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13999,19999,27089,1188
35,"POCO C75 5G (Aqua Bliss, 64 GB)",22% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,8499,10999,153570,6712
36,"MOTOROLA g05 (Forest Green, 64 GB)",27% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5100 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.2,7299,9999,79805,4779
37,LAVA A2 Smart,22% off,1.3MP + 0MP | 0MP Front Camera,4 MB RAM | 24 MB ROM | Expandable Upto 32 GB,1200 mAh Battery,6.1 cm (2.4 inch) HVGA Display,4,1198,1549,570,34
38,"realme C61 (Marble Black, 64 GB)",19% off,32MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,7249,8999,44186,1448
39,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",18% off,32MP Rear Camera,4 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3,11442,13999,797,43
40,"POCO M7 5G (Mint Green, 128 GB)",16% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,10799,12999,75020,3468
41,"POCO M7 5G (Satin Black, 128 GB)",16% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,10799,12999,75020,3468
42,"Ai+ Pulse (Green, 128 GB)",25% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1,7499,9999,6922,406
43,"vivo T4x 5G (Pronto Purple, 128 GB)",13% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.5,15499,17999,210240,9148
44,"REDMI A4 (Sparkle Purple, 128 GB)",13% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.3,10376,11999,14848,618
45,"MOTOROLA g67 power 5G (Pantone Parachute, 128 GB)",15% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.4,15999,18999,8022,446
46,"MOTOROLA G96 5G (Pantone Dresden Blue, 256 GB)",17% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4,18999,22999,87695,4418
47,"MOTOROLA g57 power 5G (Pantone Regatta, 128 GB)",22% off,50MP + 8MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,13999,17999,16678,906
48,"vivo T4x 5G (Glacial Teal, 128 GB)",13% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.5,15499,17999,210240,9148
49,"Ai+ Pulse (Sparkle Red, 128 GB)",25% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1,7499,9999,6922,406
50,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
51,"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",12% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3,13055,14999,3309,136
52,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",28% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2,9999,13999,40373,2384
53,"POCO M7 5G (Ocean Blue, 128 GB)",16% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,10799,12999,75020,3468
54,"POCO M7 Pro 5G (Lavender Frost, 128 GB)",28% off,50MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13499,18999,37585,2682
55,"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",13% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.2,12137,13999,2387,94
56,"vivo T4x 5G (Marine Blue, 128 GB)",13% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.5,15499,17999,210240,9148
57,"Ai+ Pulse (Purple, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
58,"Nothing Phone (3a) Pro (Grey, 256 GB)",8% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,8 GB RAM | 256 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5,31999,34999,13583,1018
59,"Samsung Galaxy F06 5G (Bahama Blue, 128 GB)",29% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2,10999,15499,21133,1335
60,"CMF by Nothing Phone 2 Pro (Light Green, 128 GB)",21% off,50MP + 50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.2 cm (6.77 inch) Display,4.4,17999,22999,73700,5058
61,"vivo T4x 5G (Glacial Teal, 128 GB)",15% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.4,16499,19499,158575,7418
62,"Samsung Galaxy F06 5G (Lit Violet, 128 GB)",29% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2,10999,15499,21133,1335
63,FONEME FM-2 F316,50% off,0.3MP Rear Camera,8 MB RAM | 16 MB ROM,1000 mAh Battery,4.57 cm (1.8 inch) Display,3.6,499,999,345,14
64,"MOTOROLA G96 5G (Pantone Greener Pastures, 256 GB)",17% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4,18999,22999,87695,4418
65,"Tecno Spark Go 1 (Magic Skin Green, 64 GB)",18% off,13MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.94 cm (6.67 inch) Display,4.3,7299,8999,6605,314
66,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 128 GB)",14% off,50MP + 2MP | 5MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4,11999,13999,44918,1300
67,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)",5% off,32MP Rear Camera,4 GB RAM | 64 GB ROM,6300 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3,8497,8999,2181,84
68,LAVA A1 Josh,28% off,0MP | 0MP Front Camera,4 MB RAM | 2 MB ROM | Expandable Upto 32 GB,1000 mAh Battery,5.08 cm (2 inch) HVGA Display,4.2,999,1399,22836,2136
69,"Tecno Spark Go 2 (Titanium Grey, 64 GB)",16% off,13MP Rear Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium Polymer Battery,16.94 cm (6.67 inch) Display,4.3,7499,8999,2501,150
70,"REDMI A4 (Sparkle Purple, 128 GB)",7% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2,11990,12999,2231,78
71,"REDMI 14C 5G (Stardust Purple, 128 GB)",25% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2,10499,13999,9171,453
72,"REDMI Note 14 SE 5G (Titan Black, 128 GB)",30% off,50MP + 8MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13999,19999,27089,1188
73,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 256 GB)",11% off,50MP + 2MP | 5MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3,14999,16999,22914,988
74,"REDMI A4 (Starry Black, 128 GB)",11% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2,11477,12999,2231,78
75,"Acer Super ZX 5G (Carbon Black, 128 GB)",51% off,64MP Rear Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,3.9,10699,21999,61,5
76,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
77,"vivo T4 Lite 5G Charger in the Box (Titanium Gold, 64 GB)",15% off,50MP + 2MP | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4,10999,12999,44918,1300
78,"MOTOROLA Edge 60 Fusion 5G (PANTONE Amazonite, 256 GB)",11% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4,22999,25999,123143,6345
79,"POCO M7 5G (Ocean Blue, 128 GB)",15% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3,11799,13999,16767,794
80,"MOTOROLA g35 5G (Leaf Green, 128 GB)",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,11999,12499,125085,7606
81,"MOTOROLA g35 5G (Midnight Black, 128 GB)",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,11999,12499,125085,7606
82,leysky hotline A26 mini Magic Voice Phone,40% off,800 mAh Battery,16 MB RAM | 16 MB ROM | Expandable Upto 16 GB,Mediatek Processor,1.68 cm (0.66 inch) NA Display,3.7,777,1299,7,1
83,"MOTOROLA g35 5G (Midnight Black, 128 GB)",16% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,12999,15499,8730,419
84,"POCO M7 Plus 5G (Aqua Blue, 128 GB)",18% off,50MP Rear Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.1,12999,15999,1767,120
85,"POCO C71 (Desert Gold, 128 GB)",12% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,8799,9999,33722,1570
86,Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,21% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,3.7,1259,1599,106497,6795
87,"realme C71 (Sea Blue, 64 GB)",No Offer,13MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6300 mAh Battery,17.14 cm (6.75 inch) HD+ Display,4.3,8990,8999,1031,35
88,"realme P4x 5G (Lake Green, 256 GB)",4% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.3,19999,20999,2359,201
89,"POCO M7 Pro 5G (Lunar Dust, 128 GB)",28% off,50MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13499,18999,37585,2682
90,"vivo T4x 5G (Pronto Purple, 256 GB)",11% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.07 cm (6.72 inch) Display,4.4,18499,20999,158575,7418
91,"MOTOROLA Edge 60 Fusion 5G (PANTONE Mykonos Blue, 256 GB)",10% off,50MP + 13MP | 32MP Front Camera,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4,24999,27999,48591,2510
92,"Ai+ Nova 5G (Black, 128 GB)",18% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.2,8999,10999,25287,1590
93,"POCO C71 (Desert Gold, 64 GB)",13% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,3.9,7799,8999,57971,2557
94,"POCO M7 Pro 5G (Olive Twilight, 128 GB)",28% off,50MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13499,18999,37585,2682
95,Samsung Guru 1200,44% off,800 mAh Battery,4 MB RAM | 10 MB ROM,No Brand Warranty,3.86 cm (1.52 inch) Display,3,722,1299,12287,842
96,"realme P4x 5G (Lake Green, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
97,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
98,"realme P3x 5G (Midnight Blue, 128 GB)",22% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.07 cm (6.72 inch) Full HD Display,4.4,13999,17999,24294,999
99,"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)",10% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3,15268,16999,2429,114
100,"IQOO Z10 5G (Stellar Black / Black, 128 GB)",16% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7300 mAh Battery,17.02 cm (6.7 inch) Display,4.4,21600,25999,5331,258
101,"MOTOROLA g35 5G (Guava Red, 128 GB)",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,11999,12499,125085,7606
102,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",17% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3,12393,14999,7153,298
103,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",30% off,50MP + 8MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13999,19999,27089,1188
104,"POCO M7 Plus 5G (Carbon Black, 128 GB)",16% off,50MP AI Dual Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3,14999,17999,3988,230
105,"POCO M6 Plus 5G (Graphite Black, 128 GB)",30% off,108MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.2,12447,17999,18911,1086
106,"MOTOROLA g35 5G (Guava Red, 128 GB)",16% off,50MP + 8MP | 16MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,12999,15499,8730,419
107,"IQOO Z10X 5G (Titanium, 128 GB)",14% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4,14988,17499,9230,463
108,Samsung Guru 1200,59% off,800 mAh Battery,4 MB RAM | 10 MB ROM,,3.86 cm (1.52 inch) Display,3,773,1899,12287,842
109,"MOTOROLA Edge 60 Pro (Pantone Shadow, 512 GB)",11% off,50MP + 50MP + 10MP | 50MP Front Camera,16 GB RAM | 512 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.4,37999,42999,2611,193
110,"Nokia 105 Classic Single Sim Keypad Phone, Without Charger",20% off,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Battery,4.5 cm (1.77 inch) Display,3.9,994,1249,8265,326
111,"Ai+ Pulse (Purple, 128 GB)",25% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.1,7499,9999,6922,406
112,"realme P4 Power 5G (TransBlue, 128 GB)",21% off,50MP + 8MP | Yes,8 GB RAM | 128 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,25999,32999,1008,90
113,"realme P4x 5G (Matte Silver, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
114,"Samsung Galaxy S24 5G Snapdragon (Cobalt Violet, 128 GB)",42% off,50MP + 12MP | 12MP Front Camera,8 GB RAM | 128 GB ROM,4000 mAh Battery,15.75 cm (6.2 inch) Full HD+ Display,4.6,42999,74999,54305,3030
