,Product Name,Offer,Camera,Memory,Battery,Display,Ratting Number,Sale Price,Actual Price,No of Reviews,No of Rattings
115,"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",18% off,50MP + 50MP + 10MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.3,29999,36999,46783,3440
116,"MOTOROLA G96 5G (Pantone Ashleigh Blue, 128 GB)",14% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4,17999,20999,87695,4418
117,"REDMI A4 (Sparkle Purple, 64 GB)",No Offer,50MP Rear Camera,4 GB RAM | 64 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.3,10895,10999,14848,618
118,"Nothing Phone (3a) Pro (Grey, 256 GB)",8% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,12 GB RAM | 256 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5,33999,36999,8004,482
119,Samsung 1200,50% off,800 mAh Battery,32 MB RAM | 32 MB ROM,NO WARRANTY,3.81 cm (1.5 inch) Display,3.1,797,1599,5852,389
120,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
121,"vivo T4R 5G (Arctic White, 256 GB)",7% off,50MP (OIS) + 2MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4,24999,26999,5251,247
122,"Nokia 105 Single SIM, Keypad Mobile Phone with Wireless FM Radio",No Offer,0MP Front Camera,32 MB RAM | 32 MB ROM,800 mAh Lithium Ion Battery,4.5 cm (1.77 inch) QVGA Display,4,1399,1399,80148,4887
123,"OnePlus Nord CE5 5G (Marble Mist, 128 GB)",3% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5,26104,26999,8008,438
124,"IQOO Z10X 5G (Titanium, 128 GB)",14% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4,14988,17499,9230,463
125,Jio PRIMA2 4G,25% off,0.3MP Rear Camera,500 MB RAM | 4 GB ROM | Expandable Upto 128 GB,1800 mAh Battery,6.1 cm (2.4 inch) QVGA Display,3.9,3149,4199,1997,107
126,"IQOO Z10X 5G (Titanium, 128 GB)",14% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4,16190,18999,5237,240
127,"MOTOROLA G86 Power 5G (Pantone Cosmic Sky, 128 GB)",10% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6720 mAh Battery,17.02 cm (6.7 inch) Super HD Display,4.3,17999,19999,29362,1881
128,"Ai+ Pulse (Blue, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
129,"IQOO Z10X 5G (Titanium, 256 GB)",9% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.02 cm (6.7 inch) Display,4.4,18590,20499,5237,240
130,"OnePlus Nord CE5 5G (Black Infinity, 256 GB)",9% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5,27923,30999,8008,438
131,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)",14% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3,12764,14999,7153,298
132,"realme Narzo 90x 5G (Flash Blue, 128 GB)",19% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Display,4.4,13745,16999,870,53
133,Samsung Guru Music 2 B310ED,56% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB,800 mAh Battery,4.57 cm (1.8 inch) VGA Display,3.1,775,1798,31559,2117
134,"IQOO Z10R 5G (Aquamarine, 128 GB)",13% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4,20358,23499,3776,217
135,"Nothing Phone (3a) Pro (Black, 128 GB)",9% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5,29999,32999,13583,1018
136,"realme P4 Power 5G (TransBlue, 128 GB)",21% off,50MP + 8MP | Yes,8 GB RAM | 128 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,25999,32999,1008,90
137,"realme P4 Power 5G (TransBlue, 256 GB)",20% off,50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,27999,34999,1008,90
138,"realme P4 Power 5G (TransSilver, 128 GB)",21% off,50MP + 8MP | Yes,8 GB RAM | 128 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,25999,32999,1008,90
139,"Ai+ Pulse (Sparkle Red, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
140,"Nothing Phone (3a) Pro (Grey, 256 GB)",8% off,50MP (Main) + 50MP (3X Periscope)+ 8MP (Ultra-Wide) | 50MP Front Camera,12 GB RAM | 256 GB ROM,5000 mAh Battery,43.66 cm (17.19 cm) Full HD+ Display,4.5,33999,36999,8004,482
141,"vivo T4R 5G (Twilight Blue, 256 GB)",7% off,50MP (OIS) + 2MP | 32MP Front Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4,24999,26999,5251,247
142,"REDMI Note 14 SE 5G (Mystique White, 128 GB)",30% off,50MP + 8MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13999,19999,27089,1188
143,"OnePlus Nord CE5 5G (Black Infinity, 128 GB)",10% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5,25814,28999,8008,438
144,"realme P4 Power 5G (TransSilver, 256 GB)",18% off,50MP + 8MP | Yes,12 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,30999,37999,230,30
145,"vivo T4 Lite 5G Charger in the Box (Prism Blue, 64 GB)",15% off,50MP + 2MP | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.4,10999,12999,44918,1300
146,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
147,"realme NARZO 80 Pro 5G (Nitro Orange, 256 GB)",24% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.5,19690,25999,909,46
148,Kechaoda K112,17% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,3600 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4,1649,1999,31974,2831
149,LAVA A1 Josh BOL,30% off,1000 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,4.5 cm (1.77 inch) Quarter QVGA Display,4.1,966,1399,23569,1042
150,"Apple iPhone 16 (Ultramarine, 128 GB)",No Offer,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A18 Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6,69900,69900,208117,6671
151,"realme Narzo 90x 5G (Nitro Blue, 128 GB)",14% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Display,4.3,15305,17999,251,10
152,"MOTOROLA g35 5G (Leaf Green, 128 GB)",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,11999,12499,125085,7606
153,"Samsung Galaxy A35 5G (Awesome Navy, 128 GB)",41% off,50MP + 8MP + 5MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4,19999,33999,73136,4305
154,"Infinix Note 50s 5G+ (Titanium Grey, 128 GB)",10% off,64MP + 2MP | 13MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4,17999,19999,10385,651
155,"IQOO Z10R 5G (Moonstone, 256 GB)",8% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4,22975,24999,3776,217
156,LAVA A1 Josh BOL,30% off,0MP | 0MP Front Camera,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1000 mAh Battery,4.5 cm (1.77 inch) Quarter QVGA Display,4.1,968,1399,23569,1042
157,Kechaoda K112,17% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 64 MB ROM | Expandable Upto 32 GB,3600 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4,1649,1999,31974,2831
158,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Breeze Blue, 128 GB)",No Offer,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5,16999,16999,85191,6211
159,"REDMI A4 (Sparkle Purple, 128 GB)",7% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2,11990,12999,2231,78
160,"REDMI A4 (Starry Black, 128 GB)",11% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2,11477,12999,2231,78
161,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 128 GB)",16% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4,20999,24999,123143,6345
162,"IQOO Z10R 5G (Aquamarine, 256 GB)",8% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.3,24799,26999,504,34
163,"realme P3 Lite 5G Charger in the Box (Lily White, 128 GB)",17% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4,10749,12999,9486,381
164,"realme P3 Lite 5G Charger in the Box (Midnight Lily, 128 GB)",17% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4,10749,12999,9486,381
165,"MOTOROLA g35 5G (Guava Red, 128 GB)",4% off,50MP + 8MP | 16MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.2,11999,12499,125085,7606
166,"realme Narzo 90x 5G (Nitro Blue, 128 GB)",15% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Display,4.4,14309,16999,870,53
167,"POCO F7 5G (Frost White, 512 GB)",5% off,50MP Rear Camera | 20MP Front Camera,12 GB RAM | 512 GB ROM,7550 mAh Li-Polymer + Silicon Carbon Battery,17.35 cm (6.83 inch) Display,4.4,35999,37999,21347,2042
168,"Samsung Galaxy F06 5G (Bahama Blue, 64 GB)",28% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1500 GB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.2,8999,12499,40373,2384
169,"REDMI A4 (Sparkle Purple, 128 GB)",7% off,50MP + 50MP | 5MP Dual Front Camera,6 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.2,11990,12999,2231,78
170,"realme P4x 5G (Lake Green, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
171,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
172,"IQOO Z10R 5G (Aquamarine, 256 GB)",8% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.3,24799,26999,504,34
173,"Ai+ Pulse (Green, 64 GB)",12% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,6999,7999,44538,2650
174,Kechaoda A27,40% off,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,Processor clock: 400 MHz Processor,1.68 cm (0.66 inch) Display,4,899,1499,16259,869
175,LAVA A1 Josh BOL,30% off,1000 mAh Battery,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,1 Year Manufacturer Replacement Guarantee for Phone and 6 months Replacement for Accessories in the Box,4.5 cm (1.77 inch) Quarter QVGA Display,4.1,966,1399,23569,1042
176,"MOTOROLA Edge 60 Fusion 5G (PANTONE Zephyr, 256 GB)",11% off,50MP + 13MP | 32MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.4,22999,25999,123143,6345
177,"Google Pixel 9A (Obsidian, 256 GB)",20% off,48MP + 12MP | 12MP Front Camera,8 GB RAM | 256 GB ROM,5100 mAh Battery,15.96 cm (6.285 inch) Full HD+ Display,4.5,39999,49999,7149,476
178,"realme P4 Power 5G (TransOrange, 256 GB)",20% off,50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,27999,34999,1008,90
179,"realme P4 Power 5G (TransSilver, 256 GB)",20% off,50MP + 8MP | Yes,8 GB RAM | 256 GB ROM,10001 mAh Battery,17.27 cm (6.8 inch) Full HD+ AMOLED Display,4.6,27999,34999,1008,90
180,"realme Narzo 80 Lite 5G (Onyx Black, 128 GB)",17% off,32MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3,12393,14999,7153,298
181,"realme Narzo 80 Lite 5G (Crystal Purple, 128 GB)",18% off,32MP Rear Camera,4 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.3,11386,13999,797,43
182,"Samsung Galaxy M07 (Black, 64 GB)",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.3,7990,9999,68,1
183,"Ai+ Nova 5G (Purple, 128 GB)",18% off,50MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.2,8999,10999,25287,1590
184,"POCO C85 5G (Power Black, 128 GB)",22% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6000 mAh Lithium-Ion Polymer Battery,17.53 cm (6.9 inch) HD+ Display,4.3,11999,15499,250,12
185,"POCO C71 (Cool Blue, 128 GB)",12% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,8799,9999,33722,1570
186,"POCO M8 (Carbon Black, 256 GB)",16% off,50MP Rear Camera | 20MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5520 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.6,20999,24999,731,61
187,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",No Offer,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5,16999,16999,85191,6211
188,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",No Offer,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5,18999,18999,15207,863
189,"POCO M7 5G (Satin Black, 128 GB)",16% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1,10799,12999,75020,3468
190,"realme Narzo 80 Lite 4G (Obsidian Black, 64 GB)",5% off,32MP Rear Camera,4 GB RAM | 64 GB ROM,6300 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3,8497,8999,2181,84
191,Micromax X778,30% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,2700 mAh Battery,6.1 cm (2.4 inch) Display,3.8,1386,1999,4952,389
192,"IQOO Z10 Lite 5G (Titanium Blue, 256 GB)",10% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3,15268,16999,2429,114
193,"OPPO Reno15c 5G (Afterglow Pink, 256 GB)",19% off,50MP + 8MP + 2MP | Yes,12 GB RAM | 256 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD+ Display,4.1,37999,46999,7,1
194,Micromax X778,28% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,2700 mAh Battery,6.1 cm (2.4 inch) Display,3.8,1430,1999,4952,389
195,"POCO M7 Plus 5G (Chrome Silver, 128 GB)",16% off,50MP AI Dual Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3,14999,17999,3988,230
196,"Coolpad CP12 Neo (Blue, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
197,Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,21% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,3.7,1259,1599,106497,6795
198,"IQOO Z10R 5G (Moonstone, 128 GB)",14% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5700 mAh Battery,17.2 cm (6.77 inch) Display,4.4,20148,23499,3776,217
199,itel it5262,13% off,0.8MP Rear Camera,4 MB RAM | 4 MB ROM | Expandable Upto 32 GB,2000 mAh Battery,6.1 cm (2.4 inch) Display,4,1379,1599,2462,135
200,"Samsung Galaxy M07 (Black, 64 GB)",20% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.3,7990,9999,68,1
201,Samsung Guru Music 2 B310ED,52% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 100 MB,800 mAh Battery,4.57 cm (1.8 inch) VGA Display,3.1,943,1998,31559,2117
202,"POCO M7 Plus 5G (Carbon Black, 128 GB)",16% off,50MP AI Dual Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3,14999,17999,3988,230
203,"POCO M6 Plus 5G (Graphite Black, 128 GB)",30% off,108MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.2,12447,17999,18911,1086
204,Kechaoda A26_Pink,40% off,0MP | 0MP Front Camera,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB,800 mAh Battery,1.68 cm (0.66 inch) NA Display,4,899,1499,2371,65
205,LAVA Gem 2025,20% off,0.3MP + 0MP | 0MP Front Camera,4 MB RAM | 32 GB ROM | Expandable Upto 32 GB,2575 mAh Battery,7.11 cm (2.8 inch) HVGA Display,4.1,1677,2099,4360,276
206,"MOTOROLA G96 5G (Pantone Cattleya Orchid, 256 GB)",17% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4,18999,22999,87695,4418
207,"POCO M7 Plus 5G (Aqua Blue, 128 GB)",17% off,50MP AI Dual Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3,13999,16999,6520,340
208,"MOTOROLA Signature (PANTONE Martini Olive, 512 GB)",18% off,50MP + 50MP + 50MP | 50MP Front Camera,16 GB RAM | 512 GB ROM,5200 mAh Battery,17.27 cm (6.8 inch) Super HD Display,4.5,64999,79999,114,21
209,"realme C61 (Marble Black, 64 GB)",19% off,32MP Rear Camera | 5MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,7249,8999,44186,1448
210,KARBONN K9,23% off,2MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1800 mAh Battery,6.1 cm (2.4 inch) FWVGA Display,4.2,1439,1890,220,10
211,"OnePlus Nord CE5 5G (Nexus Blue, 128 GB)",10% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7100 mAh Battery,17.2 cm (6.77 inch) Display,4.5,25911,28999,8008,438
212,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",No Offer,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.5,16999,16999,85191,6211
213,"OnePlus 15R 5G (Charcoal Black, 256 GB)",12% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7400 mAh Battery,17.35 cm (6.83 inch) Display,4.6,47921,54999,368,19
214,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Midnight Violet, 128 GB)",No Offer,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.4,15999,15999,22897,1726
215,"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",14% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.2,12030,13999,2387,94
216,"realme P4x 5G (Lake Green, 128 GB)",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4,16499,17999,7161,549
217,"Coolpad CP12 Neo (Gold, 64 GB)",27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,,7299,9999,7161,549
218,Jmax Super 2,50% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,1100 mAh Battery,4.57 cm (1.8 inch) Display,3.9,599,1199,2031,159
219,"MOTOROLA Edge 60 Pro (Pantone Shadow, 256 GB)",18% off,50MP + 50MP + 10MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.02 cm (6.7 inch) Display,4.3,29999,36999,46783,3440
220,Kechaoda A26_Pink,40% off,0MP | 0MP Front Camera,32 MB RAM | 16 GB ROM | Expandable Upto 32 MB,800 mAh Battery,1.68 cm (0.66 inch) NA Display,4,899,1499,2371,65
221,"POCO X7 5G (Glacier Green, 256 GB)",28% off,50MP + 8MP + 2MP | 20MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.3,19999,27999,29521,2217
222,Samsung Guru1200,57% off,800 mAh Battery,4 MB RAM | 10 MB ROM,No Warranty,3.86 cm (1.52 inch) Display,3,726,1698,614,42
223,Nokia All-New 105 Single Sim Keypad Phone with Built-in UPI Payments,21% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,3.7,1259,1599,106497,6795
224,"OnePlus 15R 5G (Mint Breeze, 256 GB)",12% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7400 mAh Battery,17.35 cm (6.83 inch) Display,4.6,47874,54999,368,19
225,"IQOO Z10 Lite 5G (Cyber Green, 128 GB)",12% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3,13055,14999,3309,136
226,"POCO M7 Pro 5G (Olive Twilight, 128 GB)",28% off,50MP + 2MP | 20MP Front Camera,6 GB RAM | 128 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3,13499,18999,37585,2682
227,"IQOO Z10 Lite 5G (Titanium Blue, 128 GB)",6% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,6000 mAh Battery,17.12 cm (6.74 inch) Display,4.3,13999,14999,3309,136
228,"OPPO K13x 5G 6000mAh and 45W SUPERVOOC Charger & AI (Sunset Peach, 128 GB)",No Offer,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.4,15999,15999,22897,1726
229,"MOTOROLA g67 power 5G (Pantone Curacao Blue, 128 GB)",15% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.4,15999,18999,8022,446
230,Samsung Guru 1200,56% off,800 mAh Battery,4 MB RAM | 10 MB ROM,No Warranty,3.86 cm (1.52 inch) Display,3,807,1854,12287,842
231,"realme C61 (Safari Green, 128 GB)",25% off,32MP Rear Camera | 5MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.13 cm (6.745 inch) HD+ Display,4.3,8199,10999,21979,793
232,"REDMI A4 (Sparkle Purple, 128 GB)",13% off,50MP Rear Camera,4 GB RAM | 128 GB ROM,5160 mAh Battery,17.48 cm (6.88 inch) Display,4.3,10376,11999,14848,618
233,"Apple iPhone 15 (Pink, 128 GB)",8% off,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A16 Bionic Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6,54900,59900,272171,9517
