,Product Name,Sale & Actual Price,Raview & Rattings,Offer,Camera,Memory,Battery,Display,Ratting Number
609,"REDMI 13 5G (Black Diamond, 128 GB)","₹14,753₹19,99926% off","15,051 Ratings & 790 Reviews",26% off,108MP Rear Camera,8 GB RAM | 128 GB ROM,5030 mAh Battery,17.25 cm (6.79 inch) Display,4.2
610,"realme 14 Pro+ 5G (Suede Grey, 512 GB)","₹37,999₹39,9995% off","8,965 Ratings & 963 Reviews",5% off,50MP + 50MP + 8MP | 32MP Front Camera,12 GB RAM | 512 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
611,Jmax JOSH PRO,"₹699₹1,49953% off",90 Ratings & 6 Reviews,53% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.5 cm (1.77 inch) Display,3.8
612,"Samsung Galaxy M16 5G (Thunder Black, 128 GB)","₹14,995₹17,49914% off","1,271 Ratings & 61 Reviews",14% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Display,4.2
613,"realme 15T 5G (Flowing Silver, 256 GB)","₹24,999","6,256 Ratings & 404 Reviews",No Offer,50MP + 2MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD Display,4.3
614,"OPPO K13 Turbo 5G (White Knight, 128 GB)","₹27,999₹33,99917% off","8,486 Ratings & 518 Reviews",17% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Full HD+ Display,4.5
615,"OPPO K13 Turbo 5G (Purple Phantom, 128 GB)","₹27,999₹33,99917% off","8,486 Ratings & 518 Reviews",17% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Full HD+ Display,4.5
616,"OPPO K13 Turbo 5G (White Knight, 256 GB)","₹29,999₹35,99916% off","8,486 Ratings & 518 Reviews",16% off,50MP + 2MP | 16MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,17.27 cm (6.8 inch) Full HD+ Display,4.5
617,"POCO F7 5G (Phantom Black, 512 GB)","₹35,999₹37,9995% off","21,347 Ratings & 2,042 Reviews",5% off,50MP Rear Camera | 20MP Front Camera,12 GB RAM | 512 GB ROM,7550 mAh Li-Polymer + Silicon Carbon Battery,17.35 cm (6.83 inch) Display,4.4
618,"realme 14x 5G (Crystal Black, 128 GB)","₹15,999₹17,99911% off","8,547 Ratings & 424 Reviews",11% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.4
619,itel Ace2 Power,"₹1,399",889 Ratings & 45 Reviews,No Offer,2500 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,"12+1 Months Domestic Warranty for device
6 months for accessories",4.57 cm (1.8 inch) Display,4.1
620,"Samsung Galaxy Z Fold6 5G (Silver Shadow, 256 GB)","₹1,09,990₹1,64,99933% off",251 Ratings & 14 Reviews,33% off,50MP + 12MP + 10MP | 10MP Front Camera,12 GB RAM | 256 GB ROM,4400 mAh Lithium ion Battery,19.3 cm (7.6 inch) QXGA+ Display,4.2
621,"realme P3 Lite 5G (Onyx Black, 128 GB)","₹10,749₹12,99917% off","9,486 Ratings & 381 Reviews",17% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4
622,"realme 14 Pro+ 5G (Bikaner Purple, 128 GB)","₹24,780₹33,99927% off","19,366 Ratings & 2,199 Reviews",27% off,50MP + 50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
623,"realme P3 Lite 5G (Jade Green, 128 GB)","₹12,999₹13,9997% off","12,378 Ratings & 503 Reviews",7% off,32MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4
624,"LAVA Storm Lite 5G (Astral Blue,, 64 GB)","₹9,029₹10,99017% off",134 Ratings & 10 Reviews,17% off,50MP Rear Camera,4 GB RAM | 64 GB ROM,5000 mAh Battery,16.76 cm (6.6 inch) Display,4.2
625,Kechaoda A27,"₹899₹1,49940% off","16,259 Ratings & 869 Reviews",40% off,0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,800 mAh Battery,1.68 cm (0.66 inch) QVGA Display,4
626,"Coolpad CP12 Neo (Blue, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
627,"REDMI 15 5G (Frosted White, 128 GB)","₹15,629₹16,9998% off","1,468 Ratings & 89 Reviews",8% off,50MP Rear Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3
628,"Apple iPhone 16 Plus (Black, 128 GB)","₹79,900","4,342 Ratings & 229 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,128 GB ROM,"A18 Chip, 6 Core Processor Processor",17.02 cm (6.7 inch) Super Retina XDR Display,4.6
629,"Apple iPhone 16 Plus (Pink, 256 GB)","₹89,900","4,342 Ratings & 229 Reviews",No Offer,48MP + 12MP | 12MP Front Camera,256 GB ROM,"A18 Chip, 6 Core Processor Processor",17.02 cm (6.7 inch) Super Retina XDR Display,4.6
630,Kechaoda K9,"₹1,249₹1,70026% off","3,746 Ratings & 305 Reviews",26% off,0.3MP Rear Camera,32 MB RAM | 64 MB ROM | Expandable Upto 16 GB,1700 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4.1
631,"Fuziqra Rock X Flip Dual Sim |Keypad Mobile| with 1.8"" Display Call & SMS Indicator","₹1,424₹3,29956% off",22 Ratings & 0 Reviews,56% off,0.3MP Rear Camera,32 MB RAM | 32 MB ROM,2000 mAh Battery,4.57 cm (1.8 inch) Display,3.8
632,"Samsung Galaxy A55 5G (Awesome Iceblue, 128 GB)","₹33,999₹42,99920% off","6,918 Ratings & 419 Reviews",20% off,50MP + 12MP + 5MP | 32MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,16.76 cm (6.6 inch) Full HD+ Display,4.4
633,"Infinix Note 50x 5G+ 45W Charger In the Box & AI (Enchanted Purple, 128 GB)","₹13,499₹14,99910% off","16,632 Ratings & 1,460 Reviews",10% off,50MP + AI Lens | 8MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
634,"realme Narzo 80 Pro 5G (Speed Silver, 256 GB)","₹22,865₹27,99918% off",156 Ratings & 16 Reviews,18% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,6000 mAh Battery,17.2 cm (6.77 inch) Display,4.5
635,"POCO M7 Pro 5G (Olive Twilight, 256 GB)","₹15,499₹20,99926% off","14,276 Ratings & 1,159 Reviews",26% off,50MP + 2MP | 20MP Front Camera,8 GB RAM | 256 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.3
636,"REDMI A5 (Just Black, 64 GB)","₹7,999₹8,99911% off","7,208 Ratings & 338 Reviews",11% off,32MP Rear Camera | 8MP Front Camera,3 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5200 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.1
637,"REDMI Note 14 5G (Phantom Purple, 256 GB)","₹18,571₹24,99925% off","4,330 Ratings & 240 Reviews",25% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,5110 mAh Battery,16.94 cm (6.67 inch) Display,4.2
638,"Tecno Pova 7 5G (Oasis Green, 256 GB)","₹15,999₹19,99920% off","9,322 Ratings & 711 Reviews",20% off,50MP + AI | 13MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.22 cm (6.78 inch) Full HD+ Display,4.4
639,Kechaoda K-033 Pink,"₹999₹1,49933% off",13 Ratings & 0 Reviews,33% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,800 mAh Battery,3.66 cm (1.44 inch) NA Display,4.4
640,"LAVA Storm Lite 5G (Cosmic Titanium, 64 GB)","₹9,029₹10,99017% off",134 Ratings & 10 Reviews,17% off,50MP Rear Camera,4 GB RAM | 64 GB ROM,5000 mAh Battery,16.76 cm (6.6 inch) Display,4.2
641,"Samsung Galaxy F05 (Twilight Blue, 64 GB)","₹6,499₹9,99935% off","78,111 Ratings & 4,155 Reviews",35% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.2
642,Kechaoda K33,"₹999₹2,20054% off","11,171 Ratings & 622 Reviews",54% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 32 GB ROM | Expandable Upto 32 MB,800 mAh Battery,3.66 cm (1.44 inch) NA Display,4
643,"Motorola g64 5G (Pearl Blue, 256 GB)","₹15,999₹19,99920% off","90,544 Ratings & 5,588 Reviews",20% off,50MP (OIS) + 8MP | 16MP Front Camera,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,6000 mAh Battery,16.51 cm (6.5 inch) Full HD+ Display,4.2
644,"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹22,999₹24,9998% off","28,237 Ratings & 1,538 Reviews",8% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
645,"realme 14x 5G (Jewel Red, 128 GB)","₹14,988₹16,99911% off","14,056 Ratings & 678 Reviews",11% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
646,"realme Narzo 80 Pro 5G (Speed Silver, 256 GB)","₹19,794₹25,99923% off",909 Ratings & 46 Reviews,23% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.2 cm (6.77 inch) Display,4.5
647,"Apple iPhone 14 (Blue, 128 GB)","₹54,900","3,21,738 Ratings & 11,943 Reviews",No Offer,12MP + 12MP | 12MP Front Camera,128 GB ROM,"A15 Bionic Chip, 6 Core Processor Processor",15.49 cm (6.1 inch) Super Retina XDR Display,4.6
648,"Motorola G85 5G (Olive Green, 128 GB)","₹15,999₹20,99923% off","2,60,096 Ratings & 12,803 Reviews",23% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4
649,"realme P3 Lite 5G (Jade Green, 128 GB)","₹10,749₹12,99917% off","9,486 Ratings & 381 Reviews",17% off,32MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) Display,4.4
650,"realme P4x 5G (Lake Green, 128 GB)","₹16,499₹17,9998% off","7,161 Ratings & 549 Reviews",8% off,50MP + 2MP | 8MP Front Camera,6 GB RAM | 128 GB ROM,7000 mAh Battery,17.07 cm (6.72 inch) Full HD+ Display,4.4
651,"Coolpad CP12 Neo (Gold, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
652,"OnePlus Nord CE4 (Dark Chrome, 128 GB)","₹22,999₹24,9998% off","28,237 Ratings & 1,538 Reviews",8% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,17.02 cm (6.7 inch) Display,4.4
653,"realme 14x 5G (Jewel Red, 128 GB)","₹14,988₹16,99911% off","14,056 Ratings & 678 Reviews",11% off,50MP Rear Camera | 8MP Front Camera,6 GB RAM | 128 GB ROM | Expandable Upto 2 TB,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
654,"realme Narzo 80 Pro 5G (Speed Silver, 256 GB)","₹19,794₹25,99923% off",909 Ratings & 46 Reviews,23% off,50MP Rear Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.2 cm (6.77 inch) Display,4.5
655,"Motorola g64 5G (Pearl Blue, 256 GB)","₹15,999₹19,99920% off","90,544 Ratings & 5,588 Reviews",20% off,50MP (OIS) + 8MP | 16MP Front Camera,12 GB RAM | 256 GB ROM | Expandable Upto 1 TB,6000 mAh Battery,16.51 cm (6.5 inch) Full HD+ Display,4.2
656,itel Ace2 Heera | King Talker | Auto Call Recording | Expendable Storage32GB,"₹865₹1,09921% off",355 Ratings & 19 Reviews,21% off,1000 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,1 year manufacturer Warranty,4.57 cm (1.8 inch) Display,4
657,"vivo V60 5G (Auspicious Gold, 256 GB)","₹38,999₹43,99911% off","3,127 Ratings & 243 Reviews",11% off,50MP + 8MP + 50MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Display,4.5
658,"Samsung Galaxy A07 LTE (Green, 64 GB)","₹7,925₹10,49924% off",172 Ratings & 9 Reviews,24% off,50MP + 2MP,4 GB RAM | 64 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) HD+ Display,4.4
659,"Nokia 110 Dual Sim with Built-in UPI App, MP3 Player, Rear Camera","₹1,579₹2,09924% off","3,812 Ratings & 235 Reviews",24% off,0.08MP Rear Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,17.02 cm (6.7 inch) Display,3.6
660,"Tecno Pova Curve 5G (Neon Cyan, 256 GB)","₹19,999₹23,99916% off","1,478 Ratings & 148 Reviews",16% off,64MP Rear Camera | 13MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
661,"Tecno Pova Curve 5G (Magic Silver, 256 GB)","₹19,999₹23,99916% off","1,478 Ratings & 148 Reviews",16% off,64MP Rear Camera | 13MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
662,"Tecno Pova Curve 5G (Geek Black, 128 GB)","₹17,999₹19,99910% off","1,478 Ratings & 148 Reviews",10% off,64MP Rear Camera | 13MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
663,"Samsung Galaxy A06 5G (Black, 128 GB)","₹11,245₹15,49927% off","2,876 Ratings & 169 Reviews",27% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 128 GB ROM,5000 mAh Li-ion Battery,17.02 cm (6.7 inch) HD+ Display,4.1
664,"Tecno Pova 7 Pro 5G (Geek Black, 256 GB)","₹18,749₹23,99921% off","3,994 Ratings & 420 Reviews",21% off,64MP + 8MP | 13MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.22 cm (6.78 inch) Full HD+ AMOLED Display,4.4
665,"realme 14 Pro+ 5G (Pearl White, 256 GB)","₹31,999₹35,99911% off","19,366 Ratings & 2,199 Reviews",11% off,50MP + 50MP + 8MP | 32MP Front Camera,8 GB RAM | 256 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
666,"OPPO A5 5G (Mist White, 128 GB)","₹17,999₹20,99914% off",129 Ratings & 2 Reviews,14% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
667,"POCO X6 5G (Mirror Black, 256 GB)","₹20,999₹26,99922% off","13,491 Ratings & 1,124 Reviews",22% off,64MP + 8MP + 2MP | 16MP Front Camera,12 GB RAM | 256 GB ROM,5100 mAh Battery,16.94 cm (6.67 inch) Display,4.3
668,"POCO C85 5G (Mystic Purple, 128 GB)","₹10,999₹14,49924% off",185 Ratings & 12 Reviews,24% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,6000 mAh Lithium-Ion Polymer Battery,17.53 cm (6.9 inch) HD+ Display,4.2
669,"REDMI 13 5G (Black Diamond, 128 GB)","₹14,753₹19,99926% off","15,051 Ratings & 790 Reviews",26% off,108MP Rear Camera,8 GB RAM | 128 GB ROM,5030 mAh Battery,17.25 cm (6.79 inch) Display,4.2
670,"Tecno Pova Curve 5G (Magic Silver, 128 GB)","₹17,999₹19,99910% off","1,478 Ratings & 148 Reviews",10% off,64MP Rear Camera | 13MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
671,G'Five U101,₹460₹99953% off,77 Ratings & 7 Reviews,53% off,0.3MP + 0.3MP,32 MB RAM | 32 MB ROM,1000 mAh Battery,4.57 cm (1.8 inch) NA Display,3.5
672,"IQOO 15 5G (Alpha, 256 GB)","₹68,000₹76,99911% off",89 Ratings & 6 Reviews,11% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7000 mAh Battery,17.4 cm (6.85 inch) Display,4.7
673,"IQOO 15 5G (Legend, 256 GB)","₹67,800₹76,99911% off",89 Ratings & 6 Reviews,11% off,50MP Rear Camera,12 GB RAM | 256 GB ROM,7000 mAh Battery,17.4 cm (6.85 inch) Display,4.7
674,"realme P3 Pro 5G (Saturn Brown, 256 GB)","₹23,999₹32,99927% off","4,284 Ratings & 306 Reviews",27% off,50MP + 2MP | 16MP Front Camera,12 GB RAM | 256 GB ROM,6000 mAh Battery,17.35 cm (6.83 inch) Display,4.4
675,"Nokia 110 Dual Sim with Built-in UPI App, MP3 Player, Rear Camera","₹1,579₹2,09924% off","3,812 Ratings & 235 Reviews",24% off,0.08MP Rear Camera,32 MB RAM | 32 MB ROM,1000 mAh Battery,17.02 cm (6.7 inch) Display,3.6
676,"Coolpad CP12 Neo (Blue, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
677,"Tecno Pova Curve 5G (Magic Silver, 128 GB)","₹15,999₹18,99915% off","2,341 Ratings & 236 Reviews",15% off,64MP Rear Camera | 13MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
678,LAVA A1 Josh,"₹999₹1,39928% off","22,836 Ratings & 2,136 Reviews",28% off,0MP | 0MP Front Camera,4 MB RAM | 2 MB ROM | Expandable Upto 32 GB,1000 mAh Battery,5.08 cm (2 inch) HVGA Display,4.2
679,"Motorola G85 5G (Olive Green, 128 GB)","₹15,999₹20,99923% off","2,60,096 Ratings & 12,803 Reviews",23% off,50MP + 8MP | 32MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,16.94 cm (6.67 inch) Full HD+ Display,4.4
680,"REDMI 14C 5G (Stargaze Black, 128 GB)","₹12,990₹13,9997% off","9,171 Ratings & 453 Reviews",7% off,50MP Rear Camera | 8MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.2
681,"vivo Y22 (Metaverse Green, 64 GB)","₹10,999₹17,99038% off","2,517 Ratings & 145 Reviews",38% off,50MP + 2MP | 8MP Front Camera,4 GB RAM | 64 GB ROM | Expandable Upto 1 TB,5000 mAh Lithium Battery,16.64 cm (6.55 inch) HD+ Display,4.3
682,"POCO M6 Plus 5G (Ice Silver, 128 GB)","₹13,174₹17,99926% off","18,911 Ratings & 1,086 Reviews",26% off,108MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5030 mAh Battery,17.25 cm (6.79 inch) Full HD+ Display,4.2
683,"realme 15T 5G (Flowing Silver, 256 GB)","₹26,999₹27,9993% off",716 Ratings & 62 Reviews,3% off,50MP + 2MP | 50MP Front Camera,12 GB RAM | 256 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD Display,4.2
684,"Samsung Galaxy F36 5G (Black, 128 GB)","₹19,499₹24,49920% off","4,782 Ratings & 320 Reviews",20% off,50MP + 8MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 2 TB,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
685,Kechaoda K115,"₹908₹1,39935% off","43,589 Ratings & 2,715 Reviews",35% off,0.3MP + 0MP | 0MP Front Camera,32 MB RAM | 32 MB ROM | Expandable Upto 32 GB,850 mAh Battery,3.66 cm (1.44 inch) QVGA Display,4.1
686,MOTOROLA Moto A100,"₹1,059₹1,49929% off",23 Ratings & 2 Reviews,29% off,0MP | 0MP Front Camera,4 MB RAM | 36 MB ROM | Expandable Upto 0 MB,800 mAh Battery,3.66 cm (1.44 inch) HQVGA Display,3.7
687,"POCO M7 5G (Satin Black, 128 GB)","₹11,799₹13,99915% off","16,767 Ratings & 794 Reviews",15% off,50MP Rear Camera | 8MP Front Camera,8 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5160 mAh Battery,17.48 cm (6.88 inch) HD+ Display,4.3
688,Kechaoda A26,"₹899₹1,49940% off","30,256 Ratings & 1,642 Reviews",40% off,800 mAh Battery,32 MB RAM | 32 MB ROM | Expandable Upto 16 GB,3 Months Company Warranty,1.68 cm (0.66 inch) Display,4
689,"Samsung Galaxy A16 5G (Blue Black, 128 GB)","₹17,442₹21,49918% off","3,977 Ratings & 211 Reviews",18% off,50MP + 5MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM,5000 mAh Battery,17.02 cm (6.7 inch) Full HD+ Display,4.2
690,"POCO X7 5G (Glacier Green, 128 GB)","₹17,999₹24,99928% off","29,521 Ratings & 2,217 Reviews",28% off,50MP + 8MP + 2MP | 20MP Front Camera,8 GB RAM | 128 GB ROM,5500 mAh Battery,16.94 cm (6.67 inch) Display,4.3
691,LAVA A7 Torch+,"₹1,270₹1,89933% off","1,651 Ratings & 119 Reviews",33% off,0.3MP + 0MP | 0MP Front Camera,4 MB RAM | 32 MB ROM | Expandable Upto 32 GB,2575 mAh Battery,6.1 cm (2.4 inch) Quarter QVGA Display,4
692,"Tecno Pova Slim 5G (Sky Blue, 128 GB)","₹20,999₹24,99916% off",917 Ratings & 70 Reviews,16% off,50MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM,5160 mAh Battery,17.22 cm (6.78 inch) Display,4.3
693,Samsung 1207,"₹740₹1,29943% off","3,498 Ratings & 195 Reviews",43% off,800 mAh Battery,32 MB ROM,No Warrnty,3.81 cm (1.5 inch) Display,3.1
694,"Tecno Pova Slim 5G (Slim White, 128 GB)","₹20,999₹24,99916% off",917 Ratings & 70 Reviews,16% off,50MP + 2MP | 13MP Front Camera,8 GB RAM | 128 GB ROM,5160 mAh Battery,17.22 cm (6.78 inch) Display,4.3
695,"REDMI 15 5G (Frosted White, 128 GB)","₹16,199₹17,99910% off","3,067 Ratings & 154 Reviews",10% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,7000 mAh Battery,17.53 cm (6.9 inch) Display,4.3
696,"Coolpad CP12 Neo (Blue, 64 GB)","₹7,299₹9,99927% off",,27% off,13MP Rear Camera | 5MP Front Camera,8 GB RAM | 64 GB ROM | Expandable Upto 512 GB,5000 mAh Battery,16.66 cm (6.56 inch) Display,
697,"OPPO Reno15 Pro Mini 5G (Glacier White, 256 GB)","₹59,999₹64,9997% off",288 Ratings & 67 Reviews,7% off,200MP + 50MP + 50MP | Yes,12 GB RAM | 256 GB ROM,6200 mAh Battery,16.05 cm (6.32 inch) Full HD+ Display,4.7
698,"Tecno Pova Curve 5G (Neon Cyan, 256 GB)","₹19,999₹23,99916% off","1,478 Ratings & 148 Reviews",16% off,64MP Rear Camera | 13MP Front Camera,8 GB RAM | 256 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
699,itel Flip 1 Keypad Mobile with Type C Charging| Leather Back | 1200 mAh Battery,"₹3,041₹3,2997% off","1,342 Ratings & 89 Reviews",7% off,0.8MP Rear Camera,4 MB RAM | 4 MB ROM | Expandable Upto 64 GB,1200 mAh Battery,6.1 cm (2.4 inch) QVGA Display,4
700,"vivo V60e (Noble Gold, 256 GB)","₹33,999₹36,9998% off","2,682 Ratings & 163 Reviews",8% off,200MP + 8MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,6500 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.4
701,"OPPO A5 5G (Mist White, 128 GB)","₹17,999₹20,99914% off",129 Ratings & 2 Reviews,14% off,50MP + 2MP | 8MP Front Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,16.94 cm (6.67 inch) HD+ Display,4.3
702,"REDMI Note 15 5G (Mist Purple, 128 GB)","₹23,492₹26,99912% off",60 Ratings & 4 Reviews,12% off,108MP Rear Camera,8 GB RAM | 128 GB ROM,5520 mAh Battery,17.2 cm (6.77 inch) Display,4.6
703,"REDMI 13C 5G (Starlight Black, 128 GB)","₹9,999₹13,99928% off","47,373 Ratings & 1,852 Reviews",28% off,50MP Rear Camera | 5MP Front Camera,4 GB RAM | 128 GB ROM | Expandable Upto 1 TB,5000 mAh Battery,17.12 cm (6.74 inch) HD+ Display,4.3
704,"realme 15T 5G (Suit Titanium, 256 GB)","₹24,999","6,256 Ratings & 404 Reviews",No Offer,50MP + 2MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD Display,4.3
705,"realme 15T 5G (Silk Blue, 256 GB)","₹24,999","6,256 Ratings & 404 Reviews",No Offer,50MP + 2MP | 50MP Front Camera,8 GB RAM | 256 GB ROM,7000 mAh Battery,16.69 cm (6.57 inch) Full HD Display,4.3
706,"Tecno Pova Curve 5G (Neon Cyan, 128 GB)","₹15,999₹18,99915% off","2,341 Ratings & 236 Reviews",15% off,64MP Rear Camera | 13MP Front Camera,6 GB RAM | 128 GB ROM,5500 mAh Battery,17.22 cm (6.78 inch) Display,4.4
707,"REDMI 15C 5G (Midnight Black, 128 GB)","₹14,950₹16,99912% off",38 Ratings & 4 Reviews,12% off,50MP Rear Camera,8 GB RAM | 128 GB ROM,6000 mAh Battery,17.53 cm (6.9 inch) Display,4.3
708,GFive FLASH,"₹999₹1,99950% off",600 Ratings & 27 Reviews,50% off,1MP Rear Camera,32 MB RAM | 32 MB ROM,3000 mAh Battery,7.11 cm (2.8 inch) NA Display,3.8
709,"POCO M8 (Frost Silver, 256 GB)","₹20,999₹24,99916% off",731 Ratings & 61 Reviews,16% off,50MP Rear Camera | 20MP Front Camera,8 GB RAM | 256 GB ROM | Expandable Upto 1 TB,5520 mAh Battery,17.2 cm (6.77 inch) Full HD+ Display,4.6
